#汉字	同音同调	同音异调
一	壹漪	以义移易
益	腋邑逸艺肄掖亦意抑义溢疫异役易忆翼衣亿奕液毅译绎屹艾一议谊	夷疑医仪伊漪依已以倚椅乙遗移姨胰宜尾揖蛇蚁矣壹
盏	崭斩展	栈暂毡战占沾站瞻蘸绽颤
盐	炎颜阎延沿研癌言严	淹谚咽唁演艳焰掩奄宴雁烟验殷衍燕堰眼厌砚
监	践尖建鉴溅歼健渐荐坚涧件键兼艰舰奸煎间贱剑肩见箭	柬拣捡茧检简俭剪碱减
盒	合核盖和荷何河禾褐	鹤喝吓呵贺赫
盔	窥亏	傀葵魁愧溃
盖	合概丐核溉荷和钙何河禾盒褐	鹤喝该改吓呵贺赫
盗	道悼到稻倒导蹈	叨刀岛祷捣
盘	般胖	潘叛判攀畔盼
盛	呈惩成城程诚承乘剩圣胜橙澄	称秤牲生绳升撑逞笙省甥声
盟	朦萌檬蒙	梦锰猛孟
目	幕募木慕暮沐牧墓穆睦	亩姥姆母拇模牡
盯	丁叮钉	锭鼎定顶订
盲	芒氓茫忙	莽
直	植值殖执职质掷	址治致制脂窒只氏征织帜稚蜘之志智挚枝肢止纸趾至支秩吱置汁芝知滞指识旨
相	像橡项向箱乡镶巷厢湘象香	想祥详享响翔降
盹	囤吨盾顿钝	墩蹲敦
盼	叛判畔	胖潘攀般盘
盾	吮囤吨盹顿钝	敦墩瞬顺蹲
省	醒	邢生刑牲腥星剩姓猩幸盛形甥行型乘绳性升圣胜笙杏声
眉	媒煤霉枚梅玫楣没	美每昧媚妹
看	刊堪勘	砍坎
真	诊侦珍斟榛针贞	阵振枕震疹镇
眠	绵棉	免冕娩勉面缅
眨	渣	诈栅炸乍喳查闸
眶	框旷矿况	筐狂
眷	倦圈卷绢	鹃捐身
眼	掩演衍	谚咽炎淹焰艳颜奄延雁烟验沿堰癌厌砚唁严阎殷宴研燕盐言
着	卓昭嘲浊遮招朝茁灼拙酌啄琢召	桌赵罩宅找爪摘折兆哲浙这蔗者沼辙照捉
睁	丁正征怔症狰筝挣蒸争	政整郑证拯
睛	鲸兢惊精经荆茎京更晶	颈径境竞静阱景净井劲靖警敬竟镜
睡	说税蜕	谁水
督	都	牍肚渡堵毒杜读睹度镀妒独赌
睦	幕募木慕暮沐目牧墓穆	亩姥姆母拇模牡
睬	采踩彩	菜财材猜才裁
睹	赌堵肚	牍渡督毒杜都读镀度妒独
瞄	描苗	庙秒妙渺藐
瞎	虾	狭匣洽厦挟暇峡侠下夏吓霞斜辖
瞒	漫蛮馒	满曼幔慢蔓
瞧	桥侨憔乔翘	巧窍峭锹跷撬壳俏鹊敲悄雀
瞪	凳蹬邓	等登灯
瞬	顺	吮盾
瞳	彤同铜桐童	统筒桶痛通
瞻	沾毡占	栈暂盏战站蘸崭绽颤斩展
矗	处畜触	锄储初楚橱除础厨雏出
矛	锚毛茅	贸冒猫貌帽茂
矢	屎使史驶始	拭提匙势室施时柿侍拾饰誓狮氏实诗恃什示石食十式事射释嗜适尸失逝硕是虱士蚀市世试视识师湿
矣	尾椅乙蚁已以倚	夷疑医艺肄意抑仪伊疫异漪忆翼衣益奕液毅屹艾一依议谊腋邑逸掖亦义溢遗移役易姨胰宜揖亿译绎蛇壹
知	智挚枝肢致治制至支秩吱置脂窒汁芝氏织帜滞识稚蜘之质志	址植征殖止指纸执趾职旨直掷
矩	举沮	聚蛆居车具俱炬句锯局据菊拘鞠巨剧距橘拒驹惧足
矫	侥较搅狡绞饺角剿脚缴	交椒轿叫觉蕉娇胶焦窖礁教校骄浇郊嚼
短		段缎断锻端
矮	蔼	哀碍爱哎埃艾隘挨唉
石	提硕时氮蚀担蛋拾弹实食什淡十射旦但诞	拭匙势室施屎使柿侍驶饰丹誓狮氏诗恃示胆式史耽事释嗜适尸失逝是虱士市世矢试视单识始师湿
矾	樊繁烦帆凡	返范犯泛番饭翻反贩
矿	共汞拱框巩旷眶况	宫红弓筐攻公工狂蚣躬贡恭功供
码	玛蚂吗马	么蟆麻妈骂
砂	沙煞杉纱杀	霎厦傻
砌	泣器迄气弃汽契企妻	戚稽畦漆脐七只鳍奇凄祈骑枝旗启栖欺起歧柒乞棋齐其溪崎岂期
砍	坎	刊勘堪看
研	谚咽炎淹焰艳颜延雁验沿堰癌厌砚唁严阎宴燕盐言	演奄殷衍烟眼掩
砖	专	传撰赚转
砚	谚咽淹焰艳宴雁沿验研燕堰厌唁	严炎演颜奄延烟阎殷衍癌盐言眼掩
砰	烹澎	棚膨碰硼鹏捧篷蓬朋彭
破	泊迫朴魄	剖波颇坡婆泼
砸	杂咱
砾	立吏雳丽痢隶沥粒励厉力荔历莉例俐利栗	李离礼犁厘理哩黎篱狸梨漓璃里鲤
础	储楚处	矗锄畜初触橱除厨雏出
硕	蟀提时蚀拾勺帅实食什石烁十数率射	拭匙势室施屎使柿侍说驶饰誓狮氏诗恃示式史事释适嗜尸失逝是虱士市世矢试视识始师湿
硝	嚣哮削宵箫销萧消	孝晓肖校小笑酵效学啸
硫	刘流榴留瘤泵琉	铆陆溜柳六馏
硬	映应	鹦婴蝇缨赢萤荧莺影营迎莹英樱景颖盈鹰
确	壳鹊怯雀却	瘸缺
硼	棚膨鹏篷澎蓬朋彭	捧碰烹砰
碉	雕刁叼	钓掉吊调
碌	露录鹿氯陆路赂	卢炉卤芦颅鲁庐虏
碍	隘爱艾	哀蔼挨哎埃矮唉
碎	祟穗岁隧遂	随髓虽
碑	悲杯背卑	臂贝被辈焙狈惫北备倍
碗	宛娩婉晚挽	玩顽万腕丸豌完惋湾弯
碘	典点	店垫殿甸玷佃淀奠颠电惦
碟	跌谍蝶叠	爹
碧	庇毙臂毕弊币必避辟泌壁璧闭比蔽鄙	逼彼鼻匕笔
碰		棚膨砰硼鹏捧篷烹朋蓬澎彭
碱	柬拣捡茧检简俭剪减	践尖建鉴歼健监涧键兼贱肩箭溅渐荐坚艰舰煎间件剑见奸
碳	探叹炭	贪檀毯袒谭坦潭弹瘫痰坛昙谈滩摊
碾	撵捻	年念
磁	瓷词雌祠辞慈	厕刺此伺差赐次
磅	傍蚌谤旁棒乓	梆胖膀帮榜螃庞邦绑
磕	苛科蝌棵刻颗	咳坷客课壳渴可克
磨	默漠墨脉莫沫陌魔茉末蘑膜摩寞摹模没	抹摸么
磷	临淋鳞琳邻林	凛赁吝躏
礁	交椒蕉胶焦骄教娇浇郊	矫侥搅狡轿叫觉绞饺角窖剿校脚较嚼缴
示	拭势逝室是使柿侍市士世饰适誓试氏视恃式识事释嗜	提匙施时屎驶拾狮实诗食什石十史射尸失硕虱蚀矢始师湿
礼	李理哩里鲤	立吏犁厘黎狸梨砾雳丽痢璃隶沥离粒励厉力荔历莉篱漓例俐利栗
社	赦射舍叶拾涉摄设	甚舌什奢蛇赊
祈	只鳍枝旗棋畦奇齐其崎脐歧骑期	泣迄戚稽漆妻七气砌契凄企启栖欺柒起器乞弃汽溪岂
祖	组阻诅	卒族租足
祝	助住注柱铸蛀驻	朱贮煮蛛主猪拄筑术珠属轴竹烛逐诸嘱株
神	甚	沈呻审婶慎信肾申绅渗深参身伸
祟	穗岁碎隧遂	随髓虽
祠	瓷词雌辞慈磁	厕刺此伺差赐次
祥	翔详降	像想向箱镶巷湘象橡相项乡厢享响香
票	漂	飘瓢
祭	纪际妓荠寨记季剂系既计鲫债继济技忌寄责冀骑	叽稽给籍即吃棘脊唧借急几嫉迹窄基集级寂饥及箕奇挤积畸吉讥激斋绩宅辑居摘机击圾肌齐其己鸡期极疾
祷	导倒岛捣	道叨悼到稻盗刀蹈
祸	豁或获货霍惑	活和伙火
禀	饼柄秉屏丙	冰兵病并
禁	津金进尽斤劲仅巾今浸近筋晋襟	紧锦谨
福	芙辐蝠浮幅服缚俘袱符扶伏拂夫	妇赴腹麸付脯附赋斧父负甫敷傅咐肤抚俯府辅富复孵腐副
离	犁厘黎篱狸梨漓丽璃	李理隶沥礼励历莉吏立砾雳痢粒厉哩力荔例俐利里鲤栗
禽	勤擒秦琴芹	侵亲钦寝
禾	合核盖和荷何河盒褐	鹤喝吓呵贺赫
秀	锈臭宿袖嗅绣	朽休修羞
私	司丝思斯撕嘶	死食四饲伺肆似赐寺
秃		土凸吐徒兔涂图突屠途
秆	感赶敢杆橄	干肝竿甘柑
秉	饼柄禀屏丙	冰兵病并
秋	蚯丘龟	求仇球囚
种	中肿众重仲	忠盅衷终钟
科	磕苛蝌棵刻颗	咳坷客课壳渴可克
秒	渺藐	庙描妙瞄苗
秘	密蜜觅泌	咪靡弥米迷谜糜
租		祖卒组族阻诅足
秤	称	呈惩成城程诚承乘撑逞盛橙澄
秦	勤擒琴禽芹	侵亲钦寝
秧	央鸯殃	阳羊养杨扬痒样氧仰洋漾
秩	智挚知致治滞帜质识稚至制置志窒	址植直脂掷只氏征织执蜘之枝肢值止纸趾职支吱汁芝殖指旨
积	激绩叽稽居唧机几迹基饥箕奇肌其畸鸡期讥	纪妓即给籍荠吃棘脊借急记嫉既鲫级集寂及继济挤寄冀吉骑际辑祭季剂击系计技忌圾己极疾
称	衬趁秤撑	呈诚承逞辰盛橙忱澄城惩沈程成臣晨乘沉尘陈
移	夷宜疑蛇遗仪一姨胰谊	医艺肄意抑伊疫异漪忆翼衣益奕液毅屹艾依已议以倚腋邑逸掖椅乙亦义溢役易揖尾亿译绎蚁矣壹
秽	诲惠讳贿汇绘晦慧溃会	恢虫茴堕回挥辉毁徽悔灰蛔
稀	悉膝熙厘畦栖吸携晰析行西牺犀嬉希溪蟋	徙习戏息系袭细隙媳喜惜洗昔熄席锡夕
程	呈成惩城诚承乘盛橙澄	称秤撑逞
稍	烧梢捎	芍少勺绍召哨
税	睡说蜕	谁水
稚	智挚知致治滞帜质识制至秩置志窒	址植直脂掷只氏征织执蜘之枝肢值止纸趾职支吱汁芝殖指旨
稠	绸畴筹愁仇酬	臭抽丑
稳	吻	免紊问瘟蚊文闻纹温
稻	道悼到盗倒导蹈	叨刀岛祷捣
稼	假价嫁贾架驾	佳荚钾挟加家甲颊夏夹嘉茄
稽	激绩叽启居唧机起几迹基饥箕乞奇肌积其畸岂鸡期讥	纪泣迄妓戚漆籍给荠畦即吃棘脊借脐记急妻嫉七只既鲫级寂气鳍集及继砌济契挤寄凄企祈冀吉骑际枝旗辑栖祭欺季歧剂柒击系计器棋弃技圾汽忌齐溪崎己极疾
稿	搅搞	高糕羔篙告膏
穆	幕募慕木暮沐目牧墓睦	亩姥姆母拇模牡
穗	祟岁碎隧遂	随髓虽
穴	学血雪削	靴薛
究	就舅臼旧救疚	九酒久揪鸠韭灸纠玖
穷	琼
空	控	恐孔
穿	川	传喘船串
突	凸徒涂图屠途	土吐兔秃
窃	怯切契	且茄
窄	择泽贼则责	侧斋宅债摘怎齐祭寨
窍	峭跷撬壳翘俏	巧桥侨锹瞧憔乔鹊敲悄雀
窑	侥摇淆遥肴谣姚	么耀夭哟舀腰药乐咬吆要拗钥邀妖
窒	智挚知致治滞帜质识稚至制秩置志	址植直脂掷只氏征织执蜘之枝肢值止纸趾职支吱汁芝殖指旨
窖	轿觉叫教校较	椒角胶娇脚嚼矫侥狡绞蕉焦郊搅交饺剿礁骄浇缴
窗	疮囱创	抢幢闯床撞
窘		菌君骏钧峻均龟军竣俊
窜	篡
窝	涡	沃握我卧
窟	枯哭	酷裤库苦
窥	盔亏	傀葵魁愧溃
窿	咙龙隆胧笼聋	拢垄
立	吏砾雳丽痢隶沥粒励厉力荔历莉例俐利栗	李离礼犁厘理哩黎篱狸梨漓璃里鲤
竖	树疏术数述曙庶束署恕墅漱	暑梳殊枢黍输鼠薯叔属蜀淑书蔬舒赎熟抒
站	栈暂战占蘸绽颤	盏沾瞻崭毡斩展
竞	径境静净劲敬靖竟镜	颈兢惊鲸经精睛阱荆茎井警京更景晶
竟	径境竞静净劲敬靖镜	颈兢惊鲸经精睛阱荆茎井警京更景晶
章	张彰樟	丈涨掌长帐胀杖仗账障
竣	骏俊峻菌	窘君钧均龟军
童	彤桐铜同瞳	统筒桶痛通
竭	节杰截劫捷结洁	接揭皆阶届街界介姊借解诫戒姐芥
端		短段缎断锻
竹	术筑轴烛逐	助朱贮煮住注猪主珠柱蛛祝属铸拄蛀诸嘱驻株
竿	干肝杆甘柑	感赶敢秆橄
笆	八巴扒捌芭疤吧叭	爸靶霸把伯耙罢拔跋坝
笋	损	孙
笑	效孝肖酵校啸	嚣晓哮削宵小硝箫销萧学消
笔	匕彼比鄙	逼庇壁毙碧璧臂毕闭鼻弊币必避蔽泌辟
笙	生牲升胜甥声	乘绳剩圣盛省
笛	的嘀嫡涤敌芽	弟抵蒂低递帝滴底第地缔
符	芙辐蝠浮福幅服缚俘袱扶伏拂夫	妇赴腹麸付脯附赋斧父负甫敷傅咐肤抚俯府辅富复孵腐副
笨		本奔
第	的弟蒂递帝地缔	笛抵嘀低嫡滴底涤敌芽
笼	咙龙隆胧窿聋	拢垄
等		凳蹬瞪登灯邓
筋	津金斤巾禁浸今襟	进尽锦紧劲仅谨近晋
筏	阀乏伐法罚	发
筐	框	况狂旷眶矿
筑	术轴竹烛逐	助朱贮煮住注猪主珠柱蛛祝属铸拄蛀诸嘱驻株
筒	桶统	彤桐铜痛同童通瞳
答	搭达瘩	大打
策	侧册测厕
筛		晒杀
筝	丁正征怔症狰睁挣蒸争	政整郑证拯
筷	刽会块快
筹	稠绸畴愁仇酬	臭抽丑
签	嵌千迁牵纤谦铅	干浅潜欠黔谴前钱钳遣歉
简	柬拣捡茧检俭剪减碱	践尖建鉴歼健监涧键兼贱肩箭溅渐荐坚艰舰煎间件剑见奸
箕	激绩叽稽居唧机几迹基饥奇肌其积畸鸡期讥	纪妓即给籍荠吃棘脊借急记嫉既鲫级集寂及继济挤寄冀吉骑际辑祭季剂击系计技忌圾己极疾
算	蒜	酸
管	馆	观惯官棺冠贯罐灌关
箩	萝锣骡螺罗逻	烙裸洛落酪络骆
箫	嚣哮削宵硝销萧消	孝晓肖校小笑酵效学啸
箭	践建溅鉴渐健荐监件涧键舰间贱剑见	坚柬拣捡茧兼简尖检剪俭艰碱减煎歼肩奸
箱	相乡镶厢湘香	像橡项想祥向巷详享响翔象降
篇	偏翩扁	片遍骗便
篓	搂	露漏陋楼娄
篙	糕羔高膏	稿搅搞告
篡	窜
篮	拦蓝澜栏兰	览懒榄缆烂揽滥
篱	离犁厘黎漓狸梨丽璃	李理隶沥礼励历莉吏立砾雳痢粒厉哩力荔例俐利里鲤栗
篷	棚膨硼鹏澎蓬朋彭	捧碰烹砰
簇	错促趋卒趣醋	粗
簸	跛薄播	泊渤搏勃剥伯菠卜拨荸般脖膊舶柏白博驳玻
簿	埠步怖部布不	捕补哺卜
籍	辑即吃棘脊唧借急嫉击级寂集及圾吉极疾	纪叽妓稽给荠记几迹既鲫基饥箕继奇济挤积寄畸冀骑讥际激绩居祭机季剂系计技忌肌其己鸡期
米	靡	咪密弥蜜秘迷谜觅泌糜
类	累泪擂	垒儡勒蕾雷
籽	仔滓子紫	资滋自字姿吱咨
粉		愤粪奋分份忿纷吩焚芬氛坟
粒	立吏砾雳丽痢隶沥励厉力荔历莉例俐利栗	李离礼犁厘理哩黎篱狸梨漓璃里鲤
粗		卒错促醋趋趣簇
粟	缩肃宿塑诉素速溯	酥苏俗
粤	悦越阅耀岳药跃说乐钥月	约
粥	周州舟洲	昼肘咒皱帚轴宙
粪	愤奋分份忿	粉芬吩焚纷氛坟
粮	凉量良梁粱	两俩谅晾亮辆
粱	凉量良梁粮	两俩谅晾亮辆
粹	悴翠脆	催崔衰摧
精	鲸兢惊经睛荆茎京更晶	颈径境竞静阱景净井劲靖警敬竟镜
糊	壶狐葫胡蝴弧湖	许呼沪互戏唬户乎护虎忽
糕	羔篙高膏	稿搅搞告
糖	堂唐棠膛搪塘	淌躺趟烫倘汤
糙	操	草槽曹
糜	谜弥迷靡	密咪蜜米秘觅泌
糟	遭	皂蚤造灶早噪枣躁藻燥凿澡
糠	慷康	抗扛炕
糯	懦诺	挪娜
系	夕细隙戏	悉膝熙厘习畦息栖吸惜洗携晰熄析锡席行徙袭媳西喜牺昔犀稀嬉希溪蟋
系	纪际妓荠祭记季剂夕既计鲫戏继济技隙忌寄冀骑细	悉熙叽厘稽籍习给畦即吃棘惜脊唧借急几嫉锡迹徙基级寂集饥箕及奇媳西喜牺积挤希畸吉讥膝激绩辑居息栖吸洗携机晰熄析席击行袭圾昔肌其犀稀溪嬉蟋己鸡期极疾
紊	文问闻免	瘟吻蚊纹温稳
素	缩肃宿粟塑诉速溯	酥苏俗
索	锁琐所	缩唆嗦梭
紧	尽仅锦谨	津进金斤劲巾禁浸近今筋晋襟
紫	仔滓子籽	资滋自字姿吱咨
累	垒儡泪擂蕾雷类	勒
絮	叙畜绪恤酗序旭婿蓄续	许徐需虚须吁
繁	樊烦帆凡矾	返范犯泛番饭翻反贩
纠	九久酒揪鸠韭灸玖	就舅臼旧救疚究
红	宫虹宏弓共攻蚣躬工公鸿恭洪功供	汞巩烘哄贡轰拱矿
纤	嵌千迁欠牵签铅谦歉	浅干潜黔谴前钱钳遣
纤	鲜仙先掀	嫌馅衔弦险腺线涎舷癣闲贤县咸现显陷限铣献宪
约		悦越阅耀岳药粤跃说乐钥月
级	辑即籍吃棘脊唧借急嫉击寂集及圾吉极疾	纪叽妓稽给荠记几迹既鲫基饥箕继奇济挤积寄畸冀骑讥际激绩居祭机季剂系计技忌肌其己鸡期
纪	际妓荠祭季记剂系既计鲫继技济忌寄冀骑	叽稽给籍即吃棘脊唧借急几嫉迹基集级箕寂饥及奇挤积畸吉讥激绩辑居机击圾肌其己鸡期极疾
纫	赁认韧刃任	仁人儿忍
纬	委伟尾苇萎	为卫薇位喂伪尉维胃未味威违偎遗慰蔚微桅谓围唯危魏巍畏
纯	醇淳唇	春蠢
纱	砂沙煞杉杀	霎厦傻
纲	岗扛冈肛缸钢刚	港
纳	那钠呐捺娜	拿哪
纵	棕从综宗踪	总
纷	芬吩氛分	粉愤粪奋份忿焚坟
纸	只址征止指趾旨	植治致制直脂窒掷氏织帜执稚蜘之志智挚枝肢值职至支秩吱置汁芝知滞殖识质
纹	文闻蚊	免紊问瘟吻温稳
纺	访仿	芳房妨放坊肪方防
纽	钮扭	牛拗
线	现馅陷腺限献县宪	仙嫌显衔闲弦险掀先纤涎舷癣鲜铣贤咸
练	敛恋炼链	帘怜连脸镰莲联廉
组	祖阻诅	卒族租足
绅	伸信申深参身呻	沈甚审慎婶肾渗神
细	戏夕隙系	悉膝熙厘习畦息栖吸惜洗携晰熄析锡席行徙袭媳西喜牺昔犀稀嬉希溪蟋
织	只氏芝枝肢知蜘支之吱脂汁	址植治致制直窒掷征帜执稚志智挚值止纸趾职至秩置滞殖指识旨质
终	中忠盅衷钟	种肿众重仲
绊	拌扮半伴办瓣	班板扳搬颁版般斑
绍	少召哨	稍捎梢勺烧芍
绎	腋邑逸艺肄掖亦意抑义溢疫异役易忆翼衣益亿奕液毅译屹艾一议谊	夷疑医仪伊漪依已以倚椅乙遗移姨胰宜尾揖蛇蚁矣壹
经	鲸兢惊精睛荆茎京更晶	颈径境竞静阱景净井劲靖警敬竟镜
绑	膀榜	傍蚌梆旁谤帮磅棒邦
绒	溶荣蓉榕熔融容茸	冗
结	接节杰揭截阶竭街捷劫皆洁	届界介姊借解诫戒姐芥
绕		饶扰
绘	诲惠讳贿汇晦慧会溃秽	恢虫茴堕回挥辉毁徽悔灰蛔
给	济挤脊己几	纪妓叽即稽籍荠吃棘唧借记急嫉迹既鲫基集寂及饥箕继奇积寄畸冀吉骑讥际激绩辑居祭机季剂击系计技忌圾肌其鸡期极疾
络	劳烙洛落酪骆	箩萝锣骡牢裸姥老螺罗捞唠逻
绝	掘倔决觉角诀爵脚嚼
绞	侥较搅狡矫饺角剿脚缴	交椒轿叫觉蕉娇胶焦窖礁教校骄浇郊嚼
统	筒桶	彤桐铜痛同童通瞳
绢	倦眷圈卷	鹃捐身
绣	锈臭宿袖嗅秀	朽休修羞
继	际纪妓荠祭季记剂系既计鲫技济忌寄冀骑	叽稽给籍即吃棘脊唧借急几嫉迹基集级箕寂饥及奇挤积畸吉讥激绩辑居机击圾肌其己鸡期极疾
绩	激叽稽居唧机几迹基饥箕奇肌其积畸鸡期讥	纪妓即给籍荠吃棘脊借急记嫉既鲫级集寂及继济挤寄冀吉骑际辑祭季剂击系计技忌圾己极疾
绪	叙畜恤酗序絮旭婿蓄续	许徐需虚须吁
续	叙畜绪恤酗序絮旭婿蓄	许徐需虚须吁
绰		戳
绳		生牲乘升剩圣胜笙甥盛省声
维	为薇违围唯危微巍桅	委卫位喂胃未味威偎慰谓苇畏伪尉遗萎纬蔚伟尾魏
绵	眠棉	免冕娩勉面缅
绷	崩	蹦
绸	稠畴筹愁仇酬	臭抽丑
综	棕从宗踪纵	总
绽	栈暂战占站蘸颤	盏沾瞻崭毡斩展
绿	氯滤律虑率	侣履屡旅娄驴缕铝吕
缀	坠赘	锥椎追
缅	免冕勉娩	绵眠面棉
缆	览懒榄烂揽滥	拦蓝澜篮栏兰
缎	锻段断	短端
缓		唤环换幻痪宦焕涣欢还患
缔	的弟蒂递帝第地	笛抵嘀低嫡滴底涤敌芽
缕	侣履屡旅娄铝吕	氯滤律绿虑驴率
编	边鞭蝙	辫便辨辩遍变扁匾贬
缘	猿源辕原援园元袁员圆	远宛渊愿怨冤鸳院
缚	芙辐蝠浮福幅服俘袱符扶伏拂夫	妇赴腹麸付脯附赋斧父负甫敷傅咐肤抚俯府辅富复孵腐副
缝	奉凤逢讽冯	丰疯峰风封枫锋蜂
缠	单蝉馋	搀产阐铲掺
缤	宾滨彬濒	鬓
缨	莺婴鹦英应樱鹰	荧影营迎莹蝇映赢萤景颖硬盈
缩	梭唆肃宿粟塑诉素速嗦溯	锁琐所酥索俗苏
缭	聊撩疗辽寥潦燎僚嘹	了料
缰	将浆姜江僵疆	桨酱蒋强匠讲奖降
缴	侥较搅狡矫绞饺角剿脚	交椒轿叫觉蕉娇胶焦窖礁教校骄浇郊嚼
缸	扛岗纲冈肛钢刚	港
缺		怯鹊却确瘸雀壳
罐	观惯冠贯灌	馆管官棺关
网	往枉	旺忘妄王亡望汪
罕	喊	韩悍和函翰涵汗汉酣旱寒撼憾捍焊含
罗	箩萝锣骡螺逻	烙裸洛落酪络骆
罚	阀乏伐法筏	发
罢	爸霸脾伯耙啤疲皮坝吧	八巴屁芭疤叭辟靶捌把批拔否霹坏笆跋僻劈披扒匹被譬
罩	赵召兆照	昭嘲找招爪朝着沼
罪	醉最	嘴堆
置	智挚知致治滞帜识稚至制秩质志窒	址植直脂掷只氏征织执蜘之枝肢值止纸趾职支吱汁芝殖指旨
署	树黍术鼠薯曙蜀述束暑疏属数竖庶恕墅漱	梳殊枢输叔淑书蔬舒赎熟抒
羊	杨扬阳洋	鸯养样痒秧殃氧仰央漾
美	每	媒煤霉枚昧妹梅楣玫媚眉没
羔	糕篙高膏	稿搅搞告
羞	休修	锈臭宿袖嗅秀朽绣
群	裙
羹	更耕	耿梗埂
羽	予屿雨与语宇	于愈愉榆浴淤狱渔娱豫舆隅遇谷喻域逾裕玉尉育誉鱼寓欲愚御迂郁预吁芋
翁	嗡
翅	赤斥	匙弛驰池迟持吃尺嗤齿耻侈
翎	凌灵菱玲伶蛉铃龄陵零	岭另领令
翔	祥详降	像想向箱镶巷湘象橡相项乡厢享响香
翘	窍桥侨峭跷瞧撬憔壳乔俏	巧锹鹊敲悄雀
翠	悴脆粹	催崔衰摧
翩	偏篇扁	片遍骗便
翰	旱焊悍撼憾捍汗汉	罕韩喊寒和函涵含酣
翻	番帆	樊反返范犯烦繁饭凡泛矾贩
翼	腋邑逸艺肄掖亦意抑义溢疫异役易忆衣益亿奕液毅译绎屹艾一议谊	夷疑医仪伊漪依已以倚椅乙遗移姨胰宜尾揖蛇蚁矣壹
耀	悦越阅岳药拗粤跃说乐要钥月	侥摇么哟夭淆腰遥舀肴谣咬吆约邀窑姚妖
老	姥	劳烙牢酪捞唠络
考	拷烤	铐靠
者		宅遮摘折哲浙这着蔗辙
而	儿	尔耳饵贰二
耍		刷
耐	奈	奶乃
耕	羹更	耿梗埂
耗	浩镐号好	鹤壕毫嚎蒿豪
耘	云匀	晕酝陨允孕运蕴韵员
耙	爸霸爬扒伯罢坝	八靶巴跋捌把趴笆芭拔疤怕帕吧叭
耳	饵尔	二贰而儿
耸		宋诵颂送讼松
耻	齿侈尺	翅匙斥驰迟池赤持吃嗤弛
耽	单丹担	弹淡胆石氮蛋旦但诞
耿	梗埂	羹更耕
聂	镊孽	捏
聊	撩疗缭辽寥潦燎僚嘹	了料
聋	咙龙隆胧窿笼	拢垄
职	植值殖执直质掷	址治致制脂窒只氏征织帜稚蜘之志智挚枝肢止纸趾至支秩吱置汁芝知滞指识旨
联	帘怜连镰莲廉	恋练脸敛炼链
聘		频贫濒品拼
聚	巨剧距具拒俱惧炬句锯据足	拘鞠蛆沮居车橘驹矩举局菊
聪	葱从囱匆	丛
肃	缩宿粟塑诉素速溯	酥苏俗
肄	腋邑逸艺掖亦意抑义溢疫异役易忆翼衣益亿奕液毅译绎屹艾一议谊	夷疑医仪伊漪依已以倚椅乙遗移姨胰宜尾揖蛇蚁矣壹
肆	食四饲伺似赐寺	死司丝思斯撕嘶私
肉		柔揉蹂
肋	勒乐垃	了
肌	激绩叽稽居唧机几迹基饥箕奇其积畸鸡期讥	纪妓即给籍荠吃棘脊借急记嫉既鲫级集寂及继济挤寄冀吉骑际辑祭季剂击系计技忌圾己极疾
肖	效孝笑酵校啸	嚣晓哮削宵小硝箫销萧学消
肘	帚	昼舟周咒州粥皱洲轴宙
肚	渡堵杜睹镀度妒赌	牍督毒都读独
肛	扛岗纲冈缸钢刚	港
肝	干竿杆甘柑	感赶敢秆橄
肠	场长偿常尝裳	唱昌厂畅倡敞猖
股	凸古鼓滑贾骨谷	估沽辜家雇咕告顾姑孤故固
肢	只氏芝枝知织蜘支之吱脂汁	址植治致制直窒掷征帜执稚志智挚值止纸趾职至秩置滞殖指识旨质
肤	敷麸孵夫	妇赴辐浮缚腹符伏拂付脯附赋斧福父俘负袱甫芙傅蝠咐抚俯府辅富复幅服扶腐副
肥		啡菲非废费沸肺诽吠飞匪
肩	坚兼尖艰溅歼煎渐间监奸	践建鉴健涧拣捡键检碱贱箭柬简剪荐茧俭舰减见件剑
肪	防坊房妨	芳放访纺方仿
肮		昂
肯	垦恳啃
育	域裕玉愈尉誉浴寓欲芋御狱郁与豫预遇语吁谷喻	逾予雨屿迂于愉渔榆鱼娱舆隅愚羽淤宇
肴	侥摇淆遥谣窑姚	么耀夭哟舀腰药乐咬吆要拗钥邀妖
